Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
GTEX-1A32A-0001_C4104.7_1	GTEX-1A32A-0001_C4104.7_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2913188.0	0.0	76.0	48.0	96.05220532501708	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A32A-0001_C4104.7_2	GTEX-1A32A-0001_C4104.7_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2913188.0	0.0	76.0	48.0	95.98185408213283	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.1_1	GTEX-1A8FM-0004_C40JE.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3290947.0	0.0	76.0	50.0	95.5318285981744	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.1_2	GTEX-1A8FM-0004_C40JE.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3290947.0	0.0	76.0	50.0	95.4281492928418	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.2_1	GTEX-1A8FM-0004_C40JE.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3116493.0	0.0	76.0	50.0	95.43743423735536	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.2_2	GTEX-1A8FM-0004_C40JE.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3116493.0	0.0	76.0	50.0	95.45247679948939	76.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
GTEX-1A8FM-0004_C40JE.3_1	GTEX-1A8FM-0004_C40JE.3_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3405873.0	0.0	76.0	50.0	95.37972902367643	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.3_2	GTEX-1A8FM-0004_C40JE.3_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3405873.0	0.0	76.0	50.0	95.19631609635296	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.4_1	GTEX-1A8FM-0004_C40JE.4_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3435829.0	0.0	76.0	50.0	95.24614543310959	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.4_2	GTEX-1A8FM-0004_C40JE.4_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3435829.0	0.0	76.0	50.0	95.24078192694957	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.5_1	GTEX-1A8FM-0004_C40JE.5_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3467664.0	0.0	76.0	50.0	95.28834367940195	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.5_2	GTEX-1A8FM-0004_C40JE.5_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3467664.0	0.0	76.0	50.0	95.17338261827226	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.6_1	GTEX-1A8FM-0004_C40JE.6_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3457307.0	0.0	76.0	50.0	95.3431827859255	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.6_2	GTEX-1A8FM-0004_C40JE.6_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3457307.0	0.0	76.0	50.0	95.28694042603844	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.7_1	GTEX-1A8FM-0004_C40JE.7_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3504474.0	0.0	76.0	50.0	95.26413430801284	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.7_2	GTEX-1A8FM-0004_C40JE.7_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3504474.0	0.0	76.0	50.0	95.20971659325252	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.8_1	GTEX-1A8FM-0004_C40JE.8_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3453912.0	0.0	76.0	50.0	95.28739367741824	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40JE.8_2	GTEX-1A8FM-0004_C40JE.8_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3453912.0	0.0	76.0	50.0	95.23002321672747	76.0	pass	pass	pass	pass	pass	pass	pass	pass	warn	pass
GTEX-1A8FM-0004_C40KK.1_1	GTEX-1A8FM-0004_C40KK.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3071152.0	0.0	76.0	50.0	95.85584702651282	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.1_2	GTEX-1A8FM-0004_C40KK.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3071152.0	0.0	76.0	50.0	95.597266008487	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.2_1	GTEX-1A8FM-0004_C40KK.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3124540.0	0.0	76.0	50.0	96.1459265542276	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.2_2	GTEX-1A8FM-0004_C40KK.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3124540.0	0.0	76.0	50.0	95.91652526889986	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.3_1	GTEX-1A8FM-0004_C40KK.3_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3079885.0	0.0	76.0	50.0	96.38142992464346	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.3_2	GTEX-1A8FM-0004_C40KK.3_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3079885.0	0.0	76.0	50.0	95.98454801905582	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.4_1	GTEX-1A8FM-0004_C40KK.4_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3052438.0	0.0	76.0	50.0	96.4419991729191	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.4_2	GTEX-1A8FM-0004_C40KK.4_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3052438.0	0.0	76.0	50.0	96.178180439036	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.5_1	GTEX-1A8FM-0004_C40KK.5_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3030383.0	0.0	76.0	50.0	96.54436227066793	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.5_2	GTEX-1A8FM-0004_C40KK.5_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3030383.0	0.0	76.0	50.0	96.1755383479152	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.6_1	GTEX-1A8FM-0004_C40KK.6_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3021882.0	0.0	76.0	50.0	96.48765914687657	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.6_2	GTEX-1A8FM-0004_C40KK.6_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3021882.0	0.0	76.0	50.0	96.06227060004291	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.7_1	GTEX-1A8FM-0004_C40KK.7_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3053481.0	0.0	76.0	50.0	96.46460581260774	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.7_2	GTEX-1A8FM-0004_C40KK.7_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3053481.0	0.0	76.0	50.0	95.98765122892667	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.8_1	GTEX-1A8FM-0004_C40KK.8_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3201124.0	0.0	76.0	50.0	96.24147154028654	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C40KK.8_2	GTEX-1A8FM-0004_C40KK.8_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3201124.0	0.0	76.0	50.0	95.91269335036891	76.0	pass	fail	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.1_1	GTEX-1A8FM-0004_C4104.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2493281.0	0.0	76.0	50.0	96.11552037452036	76.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.1_2	GTEX-1A8FM-0004_C4104.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2493281.0	0.0	76.0	50.0	95.93463271474909	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.2_1	GTEX-1A8FM-0004_C4104.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2389022.0	0.0	76.0	50.0	96.37082665103635	76.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.2_2	GTEX-1A8FM-0004_C4104.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2389022.0	0.0	76.0	50.0	96.09255131568341	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.3_1	GTEX-1A8FM-0004_C4104.3_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2431278.0	0.0	76.0	50.0	96.27125849969146	76.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.3_2	GTEX-1A8FM-0004_C4104.3_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2431278.0	0.0	76.0	50.0	96.17832433083629	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.4_1	GTEX-1A8FM-0004_C4104.4_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2680001.0	0.0	76.0	50.0	96.00272689690847	76.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.4_2	GTEX-1A8FM-0004_C4104.4_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2680001.0	0.0	76.0	50.0	96.02140956233119	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.5_1	GTEX-1A8FM-0004_C4104.5_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2405785.0	0.0	76.0	50.0	96.26296912392925	76.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.5_2	GTEX-1A8FM-0004_C4104.5_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2405785.0	0.0	76.0	50.0	96.06208240779034	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.6_1	GTEX-1A8FM-0004_C4104.6_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2374698.0	0.0	76.0	50.0	96.29085041060678	76.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.6_2	GTEX-1A8FM-0004_C4104.6_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2374698.0	0.0	76.0	50.0	96.22368258490582	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.7_1	GTEX-1A8FM-0004_C4104.7_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2351678.0	0.0	76.0	50.0	96.27210693625537	76.0	pass	pass	pass	pass	warn	pass	pass	pass	pass	pass
GTEX-1A8FM-0004_C4104.7_2	GTEX-1A8FM-0004_C4104.7_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2351678.0	0.0	76.0	50.0	96.17354079258665	76.0	pass	pass	pass	pass	pass	pass	pass	pass	pass	pass
