Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
GTEX-11GSP-0226_H79BA.1_trimmed_read1	GTEX-11GSP-0226_H79BA.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1153228.0	0.0	55-76	48.0	88.74798974325785	75.6171511617824	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H79BA.1_trimmed_read2	GTEX-11GSP-0226_H79BA.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1153228.0	0.0	55-76	48.0	89.56764116373284	74.75899475212186	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H79BA.2_trimmed_read1	GTEX-11GSP-0226_H79BA.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1079578.0	0.0	55-76	48.0	89.24052577547144	75.60938440761112	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H79BA.2_trimmed_read2	GTEX-11GSP-0226_H79BA.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1079578.0	0.0	55-76	48.0	90.53474964012524	74.36687020298672	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H7BAG.1_trimmed_read1	GTEX-11GSP-0226_H7BAG.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1202405.0	0.0	55-76	48.0	87.65705327069476	75.74628349017178	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H7BAG.1_trimmed_read2	GTEX-11GSP-0226_H7BAG.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1202405.0	0.0	55-76	48.0	87.51779877557297	75.70428765682112	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H7BAG.2_trimmed_read1	GTEX-11GSP-0226_H7BAG.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1222807.0	0.0	55-76	48.0	87.47260524631318	75.7493897238076	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H7BAG.2_trimmed_read2	GTEX-11GSP-0226_H7BAG.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1222807.0	0.0	55-76	48.0	87.34291464867479	75.70470319518942	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H7CLM.1_trimmed_read1	GTEX-11GSP-0226_H7CLM.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1409848.0	0.0	55-76	49.0	86.44261708988954	75.73499909210071	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H7CLM.1_trimmed_read2	GTEX-11GSP-0226_H7CLM.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1409848.0	0.0	55-76	49.0	86.74122948446903	75.65780850134199	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H7CLM.2_trimmed_read1	GTEX-11GSP-0226_H7CLM.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1394938.0	0.0	55-76	49.0	86.56049052736068	75.7419304657268	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H7CLM.2_trimmed_read2	GTEX-11GSP-0226_H7CLM.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1394938.0	0.0	55-76	49.0	86.69503785792371	75.6874577938231	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H7CRH.1_trimmed_read1	GTEX-11GSP-0226_H7CRH.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	732547.0	0.0	55-76	49.0	90.03299427662071	75.83278342550034	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H7CRH.1_trimmed_read2	GTEX-11GSP-0226_H7CRH.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	732547.0	0.0	55-76	49.0	89.96725786558069	75.82805062337297	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0K.1_trimmed_read1	GTEX-11GSP-0226_H8E0K.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1600529.0	0.0	55-76	48.0	85.97351086282117	75.73577610902396	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0K.1_trimmed_read2	GTEX-11GSP-0226_H8E0K.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1600529.0	0.0	55-76	49.0	86.13829090954538	75.68012825759483	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0K.2_trimmed_read1	GTEX-11GSP-0226_H8E0K.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1591630.0	0.0	55-76	48.0	86.10406343396306	75.74790120819537	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0K.2_trimmed_read2	GTEX-11GSP-0226_H8E0K.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1591630.0	0.0	55-76	49.0	86.14922376880645	75.6871088129779	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0N.1_trimmed_read1	GTEX-11GSP-0226_H8E0N.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1440213.0	0.0	55-76	48.0	86.46448657523979	75.7061670738981	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0N.1_trimmed_read2	GTEX-11GSP-0226_H8E0N.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1440213.0	0.0	55-76	48.0	86.4136014113368	75.68611726182169	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0N.2_trimmed_read1	GTEX-11GSP-0226_H8E0N.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1435322.0	0.0	55-76	48.0	86.59616889431105	75.70340035197677	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0N.2_trimmed_read2	GTEX-11GSP-0226_H8E0N.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1435322.0	0.0	55-76	48.0	86.48969189303303	75.68641809991068	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0P.1_trimmed_read1	GTEX-11GSP-0226_H8E0P.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1134582.0	0.0	55-76	48.0	87.80816791237866	75.74287094277892	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0P.1_trimmed_read2	GTEX-11GSP-0226_H8E0P.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1134582.0	0.0	55-76	49.0	87.70518202225006	75.7223162362879	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0P.2_trimmed_read1	GTEX-11GSP-0226_H8E0P.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1145593.0	0.0	55-76	48.0	87.63317316132489	75.71720846757967	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0P.2_trimmed_read2	GTEX-11GSP-0226_H8E0P.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1145593.0	0.0	55-76	48.0	87.72236597050576	75.72038062383412	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0R.1_trimmed_read1	GTEX-11GSP-0226_H8E0R.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1295024.0	0.0	55-76	48.0	87.2342874325144	75.72229086101879	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0R.1_trimmed_read2	GTEX-11GSP-0226_H8E0R.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1295024.0	0.0	55-76	48.0	87.21901384522747	75.65539403130752	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0R.2_trimmed_read1	GTEX-11GSP-0226_H8E0R.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1262331.0	0.0	55-76	48.0	87.32779981568022	75.71963613347054	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E0R.2_trimmed_read2	GTEX-11GSP-0226_H8E0R.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1262331.0	0.0	55-76	48.0	87.31885783290343	75.6683516446954	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E36.1_trimmed_read1	GTEX-11GSP-0226_H8E36.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1610958.0	0.0	55-76	49.0	85.64585375648154	75.79189091211565	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E36.1_trimmed_read2	GTEX-11GSP-0226_H8E36.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1610958.0	0.0	55-76	49.0	85.6516831608111	75.71967735968288	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E36.2_trimmed_read1	GTEX-11GSP-0226_H8E36.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1603743.0	0.0	55-76	49.0	85.86802168214575	75.80516703736197	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E36.2_trimmed_read2	GTEX-11GSP-0226_H8E36.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1603743.0	0.0	55-76	49.0	85.86534952650217	75.75377850441124	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E39.1_trimmed_read1	GTEX-11GSP-0226_H8E39.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1510737.0	0.0	55-76	48.0	86.52007466355064	75.65740297616328	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E39.1_trimmed_read2	GTEX-11GSP-0226_H8E39.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1510737.0	0.0	55-76	48.0	86.38637939883331	75.6409004346885	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E39.2_trimmed_read1	GTEX-11GSP-0226_H8E39.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1495880.0	0.0	55-76	48.0	86.59830670122385	75.62076570313127	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8E39.2_trimmed_read2	GTEX-11GSP-0226_H8E39.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1495880.0	0.0	55-76	48.0	86.32933473833437	75.66224429767094	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8EVJ.1_trimmed_read1	GTEX-11GSP-0226_H8EVJ.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1291094.0	0.0	55-76	48.0	87.18712052440225	75.68588189550877	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8EVJ.1_trimmed_read2	GTEX-11GSP-0226_H8EVJ.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1291094.0	0.0	55-76	49.0	87.50481335370458	75.59080051491216	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8EVJ.2_trimmed_read1	GTEX-11GSP-0226_H8EVJ.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1320740.0	0.0	55-76	49.0	87.27567789607912	75.67916016778473	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8EVJ.2_trimmed_read2	GTEX-11GSP-0226_H8EVJ.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1320740.0	0.0	55-76	49.0	87.32487805568203	75.56445780395839	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8HGE.1_trimmed_read1	GTEX-11GSP-0226_H8HGE.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1280109.0	0.0	55-76	48.0	87.4912052455506	75.70450485075881	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8HGE.1_trimmed_read2	GTEX-11GSP-0226_H8HGE.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1280109.0	0.0	55-76	49.0	87.3232161144056	75.5990068033269	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8HGE.2_trimmed_read1	GTEX-11GSP-0226_H8HGE.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1271283.0	0.0	55-76	48.0	87.45951099295243	75.67573624440821	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0226_H8HGE.2_trimmed_read2	GTEX-11GSP-0226_H8HGE.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1271283.0	0.0	55-76	49.0	87.54628467650451	75.6139734425773	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H79BA.1_trimmed_read1	GTEX-11GSP-0326_H79BA.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1443953.0	0.0	55-76	48.0	74.15195466051793	75.58911682028432	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H79BA.1_trimmed_read2	GTEX-11GSP-0326_H79BA.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1443953.0	0.0	55-76	48.0	75.63412094227256	74.78867040686227	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H79BA.2_trimmed_read1	GTEX-11GSP-0326_H79BA.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1341299.0	0.0	55-76	48.0	74.67588290581007	75.576093026238	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H79BA.2_trimmed_read2	GTEX-11GSP-0326_H79BA.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1341299.0	0.0	55-76	48.0	76.98091373811714	74.37150180533945	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H7BAG.1_trimmed_read1	GTEX-11GSP-0326_H7BAG.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1614066.0	0.0	55-76	48.0	71.54582897249809	75.75484088011271	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H7BAG.1_trimmed_read2	GTEX-11GSP-0326_H7BAG.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1614066.0	0.0	55-76	48.0	71.66089632747361	75.68190953777602	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H7BAG.2_trimmed_read1	GTEX-11GSP-0326_H7BAG.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1632869.0	0.0	55-76	48.0	71.60922661319144	75.75301141732741	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H7BAG.2_trimmed_read2	GTEX-11GSP-0326_H7BAG.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1632869.0	0.0	55-76	48.0	71.59578192904749	75.6892267536465	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H7CLM.1_trimmed_read1	GTEX-11GSP-0326_H7CLM.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1401807.0	0.0	55-76	48.0	71.7017203901078	75.74119547127387	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H7CLM.1_trimmed_read2	GTEX-11GSP-0326_H7CLM.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1401807.0	0.0	55-76	48.0	72.23656146803452	75.64589205218692	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H7CLM.2_trimmed_read1	GTEX-11GSP-0326_H7CLM.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1386565.0	0.0	55-76	48.0	71.77903920951456	75.74674248953349	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H7CLM.2_trimmed_read2	GTEX-11GSP-0326_H7CLM.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1386565.0	0.0	55-76	48.0	72.07339385131857	75.67423597162772	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H7CRH.1_trimmed_read1	GTEX-11GSP-0326_H7CRH.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	723799.0	0.0	55-76	49.0	76.26415664014918	75.83734434559871	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H7CRH.1_trimmed_read2	GTEX-11GSP-0326_H7CRH.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	723799.0	0.0	55-76	49.0	76.30881806072011	75.82844270301561	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0K.1_trimmed_read1	GTEX-11GSP-0326_H8E0K.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1509752.0	0.0	55-76	48.0	71.88771222392148	75.72067266676912	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0K.1_trimmed_read2	GTEX-11GSP-0326_H8E0K.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1509752.0	0.0	55-76	48.0	71.9225540197516	75.68938540899433	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0K.2_trimmed_read1	GTEX-11GSP-0326_H8E0K.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1500555.0	0.0	55-76	48.0	71.62729358582556	75.73305676899547	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0K.2_trimmed_read2	GTEX-11GSP-0326_H8E0K.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1500555.0	0.0	55-76	48.0	71.88663696032856	75.69800707071717	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0N.1_trimmed_read1	GTEX-11GSP-0326_H8E0N.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1483306.0	0.0	55-76	48.0	71.76433825495249	75.71165086637552	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0N.1_trimmed_read2	GTEX-11GSP-0326_H8E0N.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1483306.0	0.0	55-76	48.0	71.5855773537251	75.6722860960584	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0N.2_trimmed_read1	GTEX-11GSP-0326_H8E0N.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1480811.0	0.0	55-76	48.0	71.64949970867053	75.71099012635644	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0N.2_trimmed_read2	GTEX-11GSP-0326_H8E0N.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1480811.0	0.0	55-76	48.0	71.58359903718068	75.67463639856808	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0P.1_trimmed_read1	GTEX-11GSP-0326_H8E0P.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1275948.0	0.0	55-76	48.0	72.66353868040815	75.74440807932612	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0P.1_trimmed_read2	GTEX-11GSP-0326_H8E0P.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1275948.0	0.0	55-76	48.0	72.98037946644952	75.71593905080772	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0P.2_trimmed_read1	GTEX-11GSP-0326_H8E0P.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1298460.0	0.0	55-76	48.0	72.65354078941134	75.71344053725183	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0P.2_trimmed_read2	GTEX-11GSP-0326_H8E0P.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1298460.0	0.0	55-76	48.0	72.80882369712066	75.71036381559693	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0R.1_trimmed_read1	GTEX-11GSP-0326_H8E0R.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1393830.0	0.0	55-76	48.0	72.160255701551	75.72863835618404	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0R.1_trimmed_read2	GTEX-11GSP-0326_H8E0R.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1393830.0	0.0	55-76	48.0	72.26789002672471	75.64641240323425	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0R.2_trimmed_read1	GTEX-11GSP-0326_H8E0R.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1356288.0	0.0	55-76	48.0	72.54183976192323	75.72169111575123	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E0R.2_trimmed_read2	GTEX-11GSP-0326_H8E0R.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1356288.0	0.0	55-76	48.0	72.50776806766098	75.65302797046056	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E36.1_trimmed_read1	GTEX-11GSP-0326_H8E36.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1344835.0	0.0	55-76	48.0	72.14328776992018	75.78586666765811	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E36.1_trimmed_read2	GTEX-11GSP-0326_H8E36.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1344835.0	0.0	55-76	48.0	72.13111731448492	75.72518487398082	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E36.2_trimmed_read1	GTEX-11GSP-0326_H8E36.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1316570.0	0.0	55-76	48.0	72.38997778009667	75.79935969982607	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E36.2_trimmed_read2	GTEX-11GSP-0326_H8E36.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1316570.0	0.0	55-76	48.0	72.35139562510393	75.76044874180636	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E39.1_trimmed_read1	GTEX-11GSP-0326_H8E39.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1522729.0	0.0	55-76	48.0	71.91855935706374	75.65140744019455	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E39.1_trimmed_read2	GTEX-11GSP-0326_H8E39.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1522729.0	0.0	55-76	48.0	71.64303585365361	75.64126315319403	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E39.2_trimmed_read1	GTEX-11GSP-0326_H8E39.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1506452.0	0.0	55-76	48.0	72.3234998558086	75.62014388775746	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8E39.2_trimmed_read2	GTEX-11GSP-0326_H8E39.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1506452.0	0.0	55-76	48.0	71.77409487980354	75.65412837581283	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8EVJ.1_trimmed_read1	GTEX-11GSP-0326_H8EVJ.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1428268.0	0.0	55-76	48.0	72.45617237300425	75.6802476846082	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8EVJ.1_trimmed_read2	GTEX-11GSP-0326_H8EVJ.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1428268.0	0.0	55-76	48.0	72.7673279393808	75.5950178817981	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8EVJ.2_trimmed_read1	GTEX-11GSP-0326_H8EVJ.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1457058.0	0.0	55-76	48.0	72.6653711449852	75.67092662062869	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8EVJ.2_trimmed_read2	GTEX-11GSP-0326_H8EVJ.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1457058.0	0.0	55-76	48.0	72.73454486764489	75.5717383933927	pass	pass	pass	fail	warn	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8HGE.1_trimmed_read1	GTEX-11GSP-0326_H8HGE.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1428134.0	0.0	55-76	48.0	72.59130126441451	75.69719368070503	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8HGE.1_trimmed_read2	GTEX-11GSP-0326_H8HGE.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1428134.0	0.0	55-76	48.0	72.73558229177719	75.6028208837546	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
GTEX-11GSP-0326_H8HGE.2_trimmed_read1	GTEX-11GSP-0326_H8HGE.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1431705.0	0.0	55-76	48.0	72.70987259417255	75.6732937302028	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass
