Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
GTEX-1A32A-0001_C40KK.5_trimmed_read2	GTEX-1A32A-0001_C40KK.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2410206.0	0.0	10-76	48.0	98.59912861595312	70.89059109470311	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C40KK.6_trimmed_read1	GTEX-1A32A-0001_C40KK.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2422427.0	0.0	10-76	48.0	98.7095653809579	70.65430578506597	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C40KK.6_trimmed_read2	GTEX-1A32A-0001_C40KK.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2422427.0	0.0	10-76	48.0	98.59344582532246	70.96259907935307	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C40KK.7_trimmed_read1	GTEX-1A32A-0001_C40KK.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2448688.0	0.0	10-76	48.0	98.74412450387634	70.73836683154407	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C40KK.7_trimmed_read2	GTEX-1A32A-0001_C40KK.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2448688.0	0.0	10-76	48.0	98.51321787539233	70.9688559751181	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C40KK.8_trimmed_read1	GTEX-1A32A-0001_C40KK.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2558546.0	0.0	10-76	48.0	98.69086475206224	71.2966200334096	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C40KK.8_trimmed_read2	GTEX-1A32A-0001_C40KK.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2558546.0	0.0	10-76	48.0	98.52559260642583	71.05826512401966	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.1_trimmed_read1	GTEX-1A32A-0001_C4104.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2552175.0	0.0	10-76	48.0	96.71929349347779	75.22625760380852	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.1_trimmed_read2	GTEX-1A32A-0001_C4104.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2552175.0	0.0	10-76	48.0	96.77814181996435	74.94248395975981	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.2_trimmed_read1	GTEX-1A32A-0001_C4104.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2888731.0	0.0	10-76	48.0	96.37131623996214	75.15894003283795	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.2_trimmed_read2	GTEX-1A32A-0001_C4104.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2888731.0	0.0	10-76	48.0	96.45777893532406	74.82268996317067	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.3_trimmed_read1	GTEX-1A32A-0001_C4104.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2888030.0	0.0	10-76	48.0	96.50705096756901	75.15111823630642	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.3_trimmed_read2	GTEX-1A32A-0001_C4104.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2888030.0	0.0	10-76	48.0	96.50550580387612	74.8329567213637	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.4_trimmed_read1	GTEX-1A32A-0001_C4104.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2918124.0	0.0	10-76	48.0	96.52063648856189	75.07345335564904	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.4_trimmed_read2	GTEX-1A32A-0001_C4104.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2918124.0	0.0	10-76	48.0	96.53589743247903	74.68332051688002	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.5_trimmed_read1	GTEX-1A32A-0001_C4104.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2842793.0	0.0	10-76	48.0	96.46461944229524	75.14534825434	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.5_trimmed_read2	GTEX-1A32A-0001_C4104.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2842793.0	0.0	10-76	48.0	96.49080697103346	74.84408537659971	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.6_trimmed_read1	GTEX-1A32A-0001_C4104.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2840351.0	0.0	10-76	48.0	96.44890748484562	75.18014358084616	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.6_trimmed_read2	GTEX-1A32A-0001_C4104.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2840351.0	0.0	10-76	48.0	96.44609573914381	74.86986713965985	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.7_trimmed_read1	GTEX-1A32A-0001_C4104.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2834975.0	0.0	10-76	48.0	96.40843021460948	75.17405903050292	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A32A-0001_C4104.7_trimmed_read2	GTEX-1A32A-0001_C4104.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2834975.0	0.0	10-76	48.0	96.45893280355803	74.86838296634009	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.1_trimmed_read1	GTEX-1A8FM-0004_C40JE.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3203711.0	0.0	10-76	50.0	96.10073921154614	74.77284374277205	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.1_trimmed_read2	GTEX-1A8FM-0004_C40JE.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3203711.0	0.0	10-76	50.0	96.05305749635534	74.75290998470211	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.2_trimmed_read1	GTEX-1A8FM-0004_C40JE.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3049435.0	0.0	10-76	50.0	95.88013867975738	75.00431784904417	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.2_trimmed_read2	GTEX-1A8FM-0004_C40JE.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3049435.0	0.0	10-76	50.0	95.93485584543218	74.98144475943904	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.3_trimmed_read1	GTEX-1A8FM-0004_C40JE.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3313612.0	0.0	10-76	50.0	95.95979007119684	74.76482521188359	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.3_trimmed_read2	GTEX-1A8FM-0004_C40JE.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3313612.0	0.0	10-76	50.0	95.77944784625228	74.7148157358194	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.4_trimmed_read1	GTEX-1A8FM-0004_C40JE.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3345709.0	0.0	10-76	50.0	95.79728706314859	74.8125177652928	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.4_trimmed_read2	GTEX-1A8FM-0004_C40JE.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3345709.0	0.0	10-76	50.0	95.75976502757692	74.73089739723329	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.5_trimmed_read1	GTEX-1A8FM-0004_C40JE.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3372086.0	0.0	10-76	50.0	95.8253462452445	74.76907350524274	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.5_trimmed_read2	GTEX-1A8FM-0004_C40JE.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3372086.0	0.0	10-76	50.0	95.7705562984946	74.70666525112348	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.6_trimmed_read1	GTEX-1A8FM-0004_C40JE.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3360484.0	0.0	10-76	50.0	95.88824550361828	74.76266037868355	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.6_trimmed_read2	GTEX-1A8FM-0004_C40JE.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3360484.0	0.0	10-76	50.0	95.830713453949	74.70799027759097	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.7_trimmed_read1	GTEX-1A8FM-0004_C40JE.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3401636.0	0.0	10-76	50.0	95.79005684654213	74.70998425463512	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.7_trimmed_read2	GTEX-1A8FM-0004_C40JE.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3401636.0	0.0	10-76	50.0	95.86267348109607	74.64940458061945	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.8_trimmed_read1	GTEX-1A8FM-0004_C40JE.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3358436.0	0.0	10-76	50.0	95.85287821987184	74.77906918577575	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40JE.8_trimmed_read2	GTEX-1A8FM-0004_C40JE.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3358436.0	0.0	10-76	50.0	95.88056003165958	74.72470757221517	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.1_trimmed_read1	GTEX-1A8FM-0004_C40KK.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2951041.0	0.0	10-76	50.0	98.14616728724546	72.0306908646813	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.1_trimmed_read2	GTEX-1A8FM-0004_C40KK.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2951041.0	0.0	10-76	50.0	98.26507412277479	71.63764109004246	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.2_trimmed_read1	GTEX-1A8FM-0004_C40KK.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2940608.0	0.0	10-76	50.0	98.41326906502272	70.70038577056174	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.2_trimmed_read2	GTEX-1A8FM-0004_C40KK.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2940608.0	0.0	10-76	50.0	98.30743509452341	70.94732381874769	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.3_trimmed_read1	GTEX-1A8FM-0004_C40KK.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2890478.0	0.0	10-76	50.0	98.66868662794302	70.30441885390583	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.3_trimmed_read2	GTEX-1A8FM-0004_C40KK.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2890478.0	0.0	10-76	50.0	98.34235179625311	70.88587631526688	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.4_trimmed_read1	GTEX-1A8FM-0004_C40KK.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2860155.0	0.0	10-76	50.0	98.61942156140228	70.23530892556522	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.4_trimmed_read2	GTEX-1A8FM-0004_C40KK.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2860155.0	0.0	10-76	50.0	98.34443402533137	70.9659119872874	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.5_trimmed_read1	GTEX-1A8FM-0004_C40KK.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2828556.0	0.0	10-76	50.0	98.79164530840444	69.92071502208194	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.5_trimmed_read2	GTEX-1A8FM-0004_C40KK.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2828556.0	0.0	10-76	50.0	98.38658089833258	70.8485297798594	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.6_trimmed_read1	GTEX-1A8FM-0004_C40KK.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2810080.0	0.0	10-76	50.0	98.58631072015719	70.07289329841143	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.6_trimmed_read2	GTEX-1A8FM-0004_C40KK.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2810080.0	0.0	10-76	50.0	98.2815965747633	70.94484213972557	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.7_trimmed_read1	GTEX-1A8FM-0004_C40KK.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2850019.0	0.0	10-76	50.0	98.67365461849404	70.21457541160252	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.7_trimmed_read2	GTEX-1A8FM-0004_C40KK.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2850019.0	0.0	10-76	50.0	98.22235972572383	70.97431139932752	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.8_trimmed_read1	GTEX-1A8FM-0004_C40KK.8_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3015324.0	0.0	10-76	50.0	98.58325673445464	70.8439816086099	pass	warn	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C40KK.8_trimmed_read2	GTEX-1A8FM-0004_C40KK.8_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	3015324.0	0.0	10-76	50.0	98.28206222450424	71.07895469939548	pass	warn	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.1_trimmed_read1	GTEX-1A8FM-0004_C4104.1_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2446882.0	0.0	10-76	50.0	96.50433958832448	75.06959550971399	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.1_trimmed_read2	GTEX-1A8FM-0004_C4104.1_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2446882.0	0.0	10-76	50.0	96.51035953764055	75.04791894337365	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.2_trimmed_read1	GTEX-1A8FM-0004_C4104.2_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2339048.0	0.0	10-76	50.0	96.8129289843822	74.9459335592942	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.2_trimmed_read2	GTEX-1A8FM-0004_C4104.2_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2339048.0	0.0	10-76	50.0	96.68939312587833	74.91937232583513	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.3_trimmed_read1	GTEX-1A8FM-0004_C4104.3_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2381593.0	0.0	10-76	50.0	96.66900799494185	74.97239032865816	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.3_trimmed_read2	GTEX-1A8FM-0004_C4104.3_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2381593.0	0.0	10-76	50.0	96.73058217870725	74.91024033073661	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.4_trimmed_read1	GTEX-1A8FM-0004_C4104.4_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2621795.0	0.0	10-76	50.0	96.47094026149256	74.89635764809987	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.4_trimmed_read2	GTEX-1A8FM-0004_C4104.4_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2621795.0	0.0	10-76	50.0	96.44876630723519	74.79019831832771	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.5_trimmed_read1	GTEX-1A8FM-0004_C4104.5_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2356968.0	0.0	10-76	50.0	96.70470107728181	74.95020297263264	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.5_trimmed_read2	GTEX-1A8FM-0004_C4104.5_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2356968.0	0.0	10-76	50.0	96.60410372796466	74.89584584941332	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.6_trimmed_read1	GTEX-1A8FM-0004_C4104.6_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2327494.0	0.0	10-76	50.0	96.68020404684452	74.979451719317	pass	pass	pass	pass	warn	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.6_trimmed_read2	GTEX-1A8FM-0004_C4104.6_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2327494.0	0.0	10-76	50.0	96.68086982704216	74.94458761225593	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.7_trimmed_read1	GTEX-1A8FM-0004_C4104.7_trimmed_read1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2303950.0	0.0	10-76	50.0	96.68606702319434	74.9713257666182	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
GTEX-1A8FM-0004_C4104.7_trimmed_read2	GTEX-1A8FM-0004_C4104.7_trimmed_read2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2303950.0	0.0	10-76	50.0	96.67864402084	74.93896829358276	pass	pass	pass	pass	pass	pass	warn	pass	pass	pass
