Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
GTEX-11GSP-0226_H79BA.1_1	GTEX-11GSP-0226_H79BA.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1818086.0	0.0	76.0	49.0	87.44001929191269	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H79BA.1_2	GTEX-11GSP-0226_H79BA.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1818086.0	0.0	76.0	49.0	89.22564318161429	76.0	pass	fail	pass	fail	pass	warn	pass	pass	pass	pass
GTEX-11GSP-0226_H79BA.2_1	GTEX-11GSP-0226_H79BA.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1840763.0	0.0	76.0	49.0	87.37385183913175	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H79BA.2_2	GTEX-11GSP-0226_H79BA.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1840763.0	0.0	76.0	49.0	89.73599892102752	76.0	pass	fail	pass	fail	pass	warn	pass	pass	pass	pass
GTEX-11GSP-0226_H7BAG.1_1	GTEX-11GSP-0226_H7BAG.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1470463.0	0.0	76.0	49.0	87.44354635730926	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H7BAG.1_2	GTEX-11GSP-0226_H7BAG.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1470463.0	0.0	76.0	49.0	87.60440384994365	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H7BAG.2_1	GTEX-11GSP-0226_H7BAG.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1489647.0	0.0	76.0	49.0	87.37850828920935	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H7BAG.2_2	GTEX-11GSP-0226_H7BAG.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1489647.0	0.0	76.0	49.0	87.56724661033113	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H7CLM.1_1	GTEX-11GSP-0226_H7CLM.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1646402.0	0.0	76.0	49.0	86.14844554798321	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H7CLM.1_2	GTEX-11GSP-0226_H7CLM.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1646402.0	0.0	76.0	49.0	86.5432219126515	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H7CLM.2_1	GTEX-11GSP-0226_H7CLM.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1623120.0	0.0	76.0	49.0	86.85128938166467	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H7CLM.2_2	GTEX-11GSP-0226_H7CLM.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1623120.0	0.0	76.0	49.0	86.66434572088801	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H7CRH.1_1	GTEX-11GSP-0226_H7CRH.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	768529.0	0.0	76.0	49.0	89.83402644673278	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H7CRH.1_2	GTEX-11GSP-0226_H7CRH.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	768529.0	0.0	76.0	49.0	89.88408965994444	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E0K.1_1	GTEX-11GSP-0226_H8E0K.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1917994.0	0.0	76.0	49.0	85.70307854369045	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E0K.1_2	GTEX-11GSP-0226_H8E0K.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1917994.0	0.0	76.0	49.0	86.10042037987276	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E0K.2_1	GTEX-11GSP-0226_H8E0K.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1888452.0	0.0	76.0	49.0	85.90697751342692	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E0K.2_2	GTEX-11GSP-0226_H8E0K.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1888452.0	0.0	76.0	49.0	86.09823519777811	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E0N.1_1	GTEX-11GSP-0226_H8E0N.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1724616.0	0.0	76.0	49.0	86.08901032094664	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E0N.1_2	GTEX-11GSP-0226_H8E0N.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1724616.0	0.0	76.0	49.0	86.26369746061197	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E0N.2_1	GTEX-11GSP-0226_H8E0N.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1706620.0	0.0	76.0	49.0	86.24988740248209	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H8E0N.2_2	GTEX-11GSP-0226_H8E0N.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1706620.0	0.0	76.0	49.0	86.36232638301387	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E0P.1_1	GTEX-11GSP-0226_H8E0P.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1336140.0	0.0	76.0	49.0	87.7131484304621	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H8E0P.1_2	GTEX-11GSP-0226_H8E0P.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1336140.0	0.0	76.0	49.0	87.66914322454556	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E0P.2_1	GTEX-11GSP-0226_H8E0P.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1363385.0	0.0	76.0	49.0	87.51580979230326	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H8E0P.2_2	GTEX-11GSP-0226_H8E0P.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1363385.0	0.0	76.0	49.0	87.68308254757687	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E0R.1_1	GTEX-11GSP-0226_H8E0R.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1540191.0	0.0	76.0	49.0	86.95490790830529	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H8E0R.1_2	GTEX-11GSP-0226_H8E0R.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1540191.0	0.0	76.0	49.0	87.08313853488553	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E0R.2_1	GTEX-11GSP-0226_H8E0R.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1504907.0	0.0	76.0	49.0	87.0799066637235	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E0R.2_2	GTEX-11GSP-0226_H8E0R.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1504907.0	0.0	76.0	49.0	87.25374287326761	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E36.1_1	GTEX-11GSP-0226_H8E36.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1844040.0	0.0	76.0	49.0	85.46144656775797	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H8E36.1_2	GTEX-11GSP-0226_H8E36.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1844040.0	0.0	76.0	49.0	85.62890400294384	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E36.2_1	GTEX-11GSP-0226_H8E36.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1806442.0	0.0	76.0	49.0	85.75551704828256	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H8E36.2_2	GTEX-11GSP-0226_H8E36.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1806442.0	0.0	76.0	49.0	85.87439058731582	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E39.1_1	GTEX-11GSP-0226_H8E39.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1845585.0	0.0	76.0	49.0	86.00976068599174	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E39.1_2	GTEX-11GSP-0226_H8E39.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1845585.0	0.0	76.0	49.0	86.21783620561104	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E39.2_1	GTEX-11GSP-0226_H8E39.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1823088.0	0.0	76.0	49.0	86.08539399187404	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8E39.2_2	GTEX-11GSP-0226_H8E39.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1823088.0	0.0	76.0	49.0	86.18281322715738	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8EVJ.1_1	GTEX-11GSP-0226_H8EVJ.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1518680.0	0.0	76.0	49.0	86.59763894622792	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H8EVJ.1_2	GTEX-11GSP-0226_H8EVJ.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1518680.0	0.0	76.0	49.0	87.25274768375981	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8EVJ.2_1	GTEX-11GSP-0226_H8EVJ.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1559321.0	0.0	76.0	49.0	86.79270246007886	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H8EVJ.2_2	GTEX-11GSP-0226_H8EVJ.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1559321.0	0.0	76.0	49.0	87.14072439551853	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8HGE.1_1	GTEX-11GSP-0226_H8HGE.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1531306.0	0.0	76.0	49.0	87.0844380828287	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H8HGE.1_2	GTEX-11GSP-0226_H8HGE.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1531306.0	0.0	76.0	49.0	87.05530054470191	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0226_H8HGE.2_1	GTEX-11GSP-0226_H8HGE.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1500534.0	0.0	76.0	49.0	86.93510283042866	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0226_H8HGE.2_2	GTEX-11GSP-0226_H8HGE.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1500534.0	0.0	76.0	49.0	87.19429003423383	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H79BA.1_1	GTEX-11GSP-0326_H79BA.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2273919.0	0.0	76.0	49.0	73.83188478069287	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H79BA.1_2	GTEX-11GSP-0326_H79BA.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2273919.0	0.0	76.0	49.0	76.11534882123861	76.0	pass	fail	pass	fail	pass	warn	pass	pass	pass	pass
GTEX-11GSP-0326_H79BA.2_1	GTEX-11GSP-0326_H79BA.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2300394.0	0.0	76.0	49.0	73.70076782734665	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H79BA.2_2	GTEX-11GSP-0326_H79BA.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2300394.0	0.0	76.0	49.0	77.12193813708859	76.0	pass	fail	pass	fail	pass	warn	pass	pass	pass	pass
GTEX-11GSP-0326_H7BAG.1_1	GTEX-11GSP-0326_H7BAG.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2011332.0	0.0	76.0	49.0	72.42875454728946	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H7BAG.1_2	GTEX-11GSP-0326_H7BAG.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2011332.0	0.0	76.0	49.0	72.91162725942132	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H7BAG.2_1	GTEX-11GSP-0326_H7BAG.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2027593.0	0.0	76.0	49.0	72.50772337868955	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H7BAG.2_2	GTEX-11GSP-0326_H7BAG.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2027593.0	0.0	76.0	49.0	72.85240366850554	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H7CLM.1_1	GTEX-11GSP-0326_H7CLM.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1657429.0	0.0	76.0	49.0	72.00177544930229	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H7CLM.1_2	GTEX-11GSP-0326_H7CLM.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1657429.0	0.0	76.0	49.0	72.61400867980188	76.0	pass	pass	pass	fail	pass	pass	pass	pass	warn	pass
GTEX-11GSP-0326_H7CLM.2_1	GTEX-11GSP-0326_H7CLM.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1633209.0	0.0	76.0	49.0	72.83453361001963	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H7CLM.2_2	GTEX-11GSP-0326_H7CLM.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1633209.0	0.0	76.0	49.0	72.666096490269	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H7CRH.1_1	GTEX-11GSP-0326_H7CRH.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	760769.0	0.0	76.0	49.0	76.05460725700554	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H7CRH.1_2	GTEX-11GSP-0326_H7CRH.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	760769.0	0.0	76.0	49.0	76.17829904167921	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0K.1_1	GTEX-11GSP-0326_H8E0K.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1826107.0	0.0	76.0	49.0	72.58830857083454	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0K.1_2	GTEX-11GSP-0326_H8E0K.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1826107.0	0.0	76.0	49.0	72.668784461496	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0K.2_1	GTEX-11GSP-0326_H8E0K.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1796059.0	0.0	76.0	49.0	72.30805517848066	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0K.2_2	GTEX-11GSP-0326_H8E0K.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1796059.0	0.0	76.0	49.0	72.58154696097337	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0N.1_1	GTEX-11GSP-0326_H8E0N.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1800285.0	0.0	76.0	49.0	72.13347406182693	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0N.1_2	GTEX-11GSP-0326_H8E0N.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1800285.0	0.0	76.0	49.0	72.31177999540434	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0N.2_1	GTEX-11GSP-0326_H8E0N.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1786889.0	0.0	76.0	48.0	72.08199573027404	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0N.2_2	GTEX-11GSP-0326_H8E0N.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1786889.0	0.0	76.0	49.0	72.41106958354187	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0P.1_1	GTEX-11GSP-0326_H8E0P.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1519861.0	0.0	76.0	49.0	73.27240175398396	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0P.1_2	GTEX-11GSP-0326_H8E0P.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1519861.0	0.0	76.0	49.0	73.58476312192127	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0P.2_1	GTEX-11GSP-0326_H8E0P.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1564364.0	0.0	76.0	49.0	73.48900586043432	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0P.2_2	GTEX-11GSP-0326_H8E0P.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1564364.0	0.0	76.0	49.0	73.61698271599313	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0R.1_1	GTEX-11GSP-0326_H8E0R.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1680169.0	0.0	76.0	49.0	72.59283641243539	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0R.1_2	GTEX-11GSP-0326_H8E0R.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1680169.0	0.0	76.0	49.0	72.92444327279397	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0R.2_1	GTEX-11GSP-0326_H8E0R.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1641634.0	0.0	76.0	49.0	73.09203706393303	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E0R.2_2	GTEX-11GSP-0326_H8E0R.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1641634.0	0.0	76.0	49.0	73.2683805345111	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E36.1_1	GTEX-11GSP-0326_H8E36.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1550282.0	0.0	76.0	49.0	72.56285368164343	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E36.1_2	GTEX-11GSP-0326_H8E36.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1550282.0	0.0	76.0	49.0	72.64814636766893	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E36.2_1	GTEX-11GSP-0326_H8E36.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1492924.0	0.0	76.0	49.0	72.85268038234656	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E36.2_2	GTEX-11GSP-0326_H8E36.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1492924.0	0.0	76.0	49.0	72.8296773283114	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E39.1_1	GTEX-11GSP-0326_H8E39.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1880562.0	0.0	76.0	48.0	72.23262586135156	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E39.1_2	GTEX-11GSP-0326_H8E39.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1880562.0	0.0	76.0	49.0	72.44333858420566	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E39.2_1	GTEX-11GSP-0326_H8E39.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1858249.0	0.0	76.0	49.0	72.49241584665093	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8E39.2_2	GTEX-11GSP-0326_H8E39.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1858249.0	0.0	76.0	49.0	72.55515789582448	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8EVJ.1_1	GTEX-11GSP-0326_H8EVJ.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1688860.0	0.0	76.0	49.0	72.3928199272595	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8EVJ.1_2	GTEX-11GSP-0326_H8EVJ.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1688860.0	0.0	76.0	49.0	73.101176658469	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8EVJ.2_1	GTEX-11GSP-0326_H8EVJ.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1729893.0	0.0	76.0	49.0	72.61738146639871	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8EVJ.2_2	GTEX-11GSP-0326_H8EVJ.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1729893.0	0.0	76.0	49.0	73.05659135376686	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8HGE.1_1	GTEX-11GSP-0326_H8HGE.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1723136.0	0.0	76.0	49.0	72.75890755313429	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8HGE.1_2	GTEX-11GSP-0326_H8HGE.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1723136.0	0.0	76.0	49.0	73.14329581198089	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8HGE.2_1	GTEX-11GSP-0326_H8HGE.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1702705.0	0.0	76.0	49.0	72.62604737518616	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0326_H8HGE.2_2	GTEX-11GSP-0326_H8HGE.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1702705.0	0.0	76.0	49.0	73.02111808057734	76.0	pass	pass	pass	fail	pass	pass	pass	pass	pass	pass
GTEX-11GSP-0626_H79F1.1_1	GTEX-11GSP-0626_H79F1.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1959987.0	0.0	76.0	48.0	59.062075837519835	76.0	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
GTEX-11GSP-0626_H79F1.1_2	GTEX-11GSP-0626_H79F1.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1959987.0	0.0	76.0	48.0	61.31785953103173	76.0	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
GTEX-11GSP-0626_H79F1.2_1	GTEX-11GSP-0626_H79F1.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1986081.0	0.0	76.0	48.0	59.35183069761409	76.0	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
GTEX-11GSP-0626_H79F1.2_2	GTEX-11GSP-0626_H79F1.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1986081.0	0.0	76.0	48.0	62.40817116261941	76.0	pass	pass	pass	fail	pass	pass	pass	warn	warn	pass
GTEX-11GSP-0626_H79NJ.1_1	GTEX-11GSP-0626_H79NJ.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2002117.0	0.0	76.0	48.0	59.34725254584957	76.0	pass	fail	pass	fail	warn	fail	pass	warn	warn	pass
GTEX-11GSP-0626_H79NJ.1_2	GTEX-11GSP-0626_H79NJ.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	2002117.0	0.0	76.0	48.0	61.53500156617563	76.0	pass	fail	pass	fail	pass	fail	pass	warn	warn	pass
GTEX-11GSP-0626_H79NJ.2_1	GTEX-11GSP-0626_H79NJ.2_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1973403.0	0.0	76.0	48.0	60.1174753101465	76.0	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
GTEX-11GSP-0626_H79NJ.2_2	GTEX-11GSP-0626_H79NJ.2_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1973403.0	0.0	76.0	48.0	61.01797921592122	76.0	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
GTEX-11GSP-0626_H7A1A.1_1	GTEX-11GSP-0626_H7A1A.1_1.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1646043.0	0.0	76.0	48.0	63.40664751410453	76.0	pass	pass	pass	fail	warn	pass	pass	warn	warn	pass
GTEX-11GSP-0626_H7A1A.1_2	GTEX-11GSP-0626_H7A1A.1_2.fastq.gz	Conventional base calls	Sanger / Illumina 1.9	1646043.0	0.0	76.0	48.0	75.32116677252863	76.0	pass	fail	fail	fail	pass	pass	pass	pass	pass	pass
